date,target_type,target,horizon,direction,info_type,title,source_url,publisher,strength,confidence,source_weight,event_tag
2026-03-16,market,MARKET,short,neutral,news,以军称打击伊朗德黑兰一航天设施,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,以色列防长称以军将在黎巴嫩南部持续展开地面行动,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,以色列驻印度大使称以印有望年内签署自贸协定,,同花顺,2,0.62,0.85,contract_win
2026-03-16,market,MARKET,short,neutral,news,以防长称以军已在黎巴嫩展开地面行动,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,伊朗伊斯兰革命卫队：精准而猛烈打击了美军基地,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,众辰科技：主要产品为低压变频器和伺服系统等,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,优品纤选：首条高品质莱赛尔产业链正式发布,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,优必选与西门子工业软件签署战略合作框架协议,,同花顺,2,0.62,0.85,contract_win
2026-03-16,market,MARKET,short,neutral,news,优必选与西门子签署战略合作框架协议,,同花顺,2,0.62,0.85,contract_win
2026-03-16,market,MARKET,short,neutral,news,优必选与西门子签署战略合作框架协议 助力2026年万台工业人形机器人产能冲刺,,同花顺,2,0.62,0.85,contract_win
2026-03-16,market,MARKET,short,neutral,news,优必选与西门子重磅合作！万台人形机器人量产加速落地,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,估值100亿美元！OpenAI加速企业级市场，拟联手TPG、贝恩等PE巨头组建合资公司,,华尔街见闻,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,估值缩水超过一半？永辉超市回应8000万元出售小贷公司股权,,凤凰财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,估值缩水超过一半？永辉超市回应8000万元出售小贷公司股权,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,低功耗工业芯！正点原子 AM62L 开发板解锁边缘智能新可能,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,佳力图赎回1亿元结构性存款并新增2.05亿元现金管理 闲置募资滚动运作提升收益,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,侃股：打新安全系数远高于炒新,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,俄外长：俄主张立即停止中东军事行动 愿担任调解人,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,俄外长：美以或已明白对伊朗“快速行动”犯了错误,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,倍杰特2025年报解读：扣非净利润大降55.10% 研发费用大增48.54%,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,倒计时：英伟达芯片供应链生变 三星或部分替代台积电,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,倪真到中国能建西南院调研,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,做好新基建供给，让更多“科技广货”走向世界,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,傅里叶半导体成功通过港交所聆讯 冲刺“AI音频芯片第一股”,,同花顺,2,0.62,0.85,regulatory_positive
2026-03-16,market,MARKET,short,neutral,news,光与铜博弈加剧，预期差在哪？,,华尔街见闻,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,全国首个精准对接平台落地北京,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,全市食品销售连锁企业法规宣贯暨责任约谈会召开,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,全面推行河湖长制工作部际联席会议在京召开,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,公募专户基金正热销，多家“额度已售罄”，30万起售额度难求,,中新经纬,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,公募代销“一哥”断崖式领先，天风证券、国都证券退出百强,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,公告精选 | 速达股份实控人遭遇留置 湘邮科技、ST柯利达双双被立案,,新浪财经,4,0.82,0.85,regulatory_negative
2026-03-16,market,MARKET,short,bullish,news,公告精选︱协创数据：2025年净利润同比增长68.32% 拟10股转4股派3.4元,,新浪财经,3,0.74,0.85,earnings_positive
2026-03-16,market,MARKET,short,neutral,news,共筑医疗健康新生态！烟台毓璜顶医院与烟台市北海医院缔结医联体,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,关于规范网络餐饮服务行为的提醒告诫书,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,兴泰智库“新春一议”，共话长三角科技金融协同新发展,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,内外需共振 风电行业迎发展机遇期,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,内蒙古包头市昆都仑区：营商“软环境”筑强发展“硬实力”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,农业农村部总结通报2025年度绩效考核工作,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,农业农村部部署冬油菜病虫害防控及大面积单产提升工作,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,bullish,news,农业农村部：深入推进粮油作物大面积单产提升 推动“菜篮子”产业转型升级,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,bullish,news,凌志达煤业推行现场作业写实 提升队组生产效率和管理水平,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,凝聚产业力量 共促高质量发展 长沙市医疗器械行业协会医用离心机专业委员会成立,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,出口抢装潮和储能需求爆发，前2个月锂电池产量增幅超40％,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,刘文祥麻辣烫致歉 将严控本地采购权限,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,刚刚，全线拉升！石油，大跳水！霍尔木兹海峡，大消息！,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,创历史新高！春运40天广州南站到发旅客2182.76万人次,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,利好来了！三部门重磅发布！,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,bullish,news,利好突袭，AI传出大消息,,凤凰财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,利安人寿“一把手”调整呼之欲出，罚单频现合规难题待解,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,利润总额同比增长27.15%！,,同花顺,3,0.74,0.85,earnings_positive
2026-03-16,market,MARKET,short,neutral,news,利率工具开始失灵！美联储看点转向数量工具,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,别慌！小红书花1.48亿买牌照，不是要放贷,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,制造业、服务业协同发力 1—2月国民经济开局良好,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,前两月消费大幅回升：服务零售额增长5.6%，改善型消费有多燃,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,bullish,news,加拿大2月CPI环比增长0.5%，为2025年5月以来最大增幅,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,化工龙头业绩反转，万华化学第四季度利润增超七成,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,北京已建成先进级智能工厂197家,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,北京平谷学校新增智慧操场、覆盖体测全部项目，未来还将再建两个,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,北京海淀成立全市首个“放心消费商圈”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,北汽极狐全新阿尔法 S5 官宣 3 月 18 日正式上市，官方预售指导价 11.78 万元起,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,区委书记带队南下，青岛崂山区“顶格”招商释放哪些信号？,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,区委常委会传达学习全国两会精神,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,千元就能控AI回答！3·15曝光“AI 投毒”后 GEO换马甲生意照做,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,华为擎云 HM740 笔记本通过 OpenHarmony 6.0.0.1 Release 认证，版本更至 6.0.0.130,,同花顺,2,0.62,0.85,regulatory_positive
2026-03-16,market,MARKET,short,neutral,news,华宝证券张青：稳中求进启新程，资本市场高质量发展正当时,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,华翔启源亮相具身智能产业大会 PEEK材料应用与人形机器人量产同步推进,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,华辉安健肝病新药立贝韦塔单抗开出全球首方,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,协创数据2025年报解读：营收增65.13%至122.36亿元 经营现金流暴增1011.23%,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,协创数据拟使用不超0.87亿元闲置募集资金进行现金管理,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,协创数据拟变更注册资本至4.85亿元 修订公司章程并推进工商变更,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,协创数据拟开展16亿元外汇套期保值业务 应对汇率波动风险,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,南京这场教育盛会，重新定义“什么是真正的美育”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,南京首个！“城岛江”低空立体枢纽落地,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,南方精工（002553）股东银万全盈30号基金减持1.59%股份 控股股东及一致行动人持股比例降至38.41%,,新浪财经,4,0.82,0.85,share_reduction
2026-03-16,market,MARKET,short,neutral,news,南网储能73.79亿投建广东新丰抽蓄电站 加码电网“压舱石”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,南都“暴力测评卧底调查”续：涉事公司被列入经营异常名录,,同花顺,3,0.74,0.85,regulatory_negative
2026-03-16,market,MARKET,short,neutral,news,南钢股份2025年年报点评,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,南钢股份2025年盈利超28亿元 全年拟累计现金分红15.77亿元,,新浪财经,4,0.82,0.85,
2026-03-16,market,MARKET,short,bullish,news,南非企业对政府支持跨境贸易的信心显著提升,,同花顺,3,0.74,0.85,regulatory_positive
2026-03-16,market,MARKET,short,neutral,news,南非拟赋予ITAC权力 调查可能损害国家利益的进口商品,,同花顺,2,0.62,0.85,regulatory_negative
2026-03-16,market,MARKET,short,bullish,news,南非经济研究局称“Vulindlela行动”改革进展“总体偏积极”,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,博深股份2025年报解读：归母净利润同比降19.33% 财务费用同比大增175.48%,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,博深股份拟5000万元保额为公司及董监高投保责任险 年保费不超30万元,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,博深股份拟开展1亿元外汇套期保值业务 防范汇率波动风险,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,卡倍亿拟2.5亿越南设厂 汽配企业密集落子东南亚|速读公告,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,卡倍亿拟2.5亿越南设厂 汽配企业密集落子东南亚|速读公告,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,印尼1月外债升至4347亿美元 同比增长1.7%,,中新经纬,3,0.74,0.85,earnings_positive
2026-03-16,market,MARKET,short,neutral,news,印度10年期基准国债收益率收于6.7059%,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,印度将出口商税收减免补贴减半,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,历经数年终出炉 理财公司监管评级办法来了！重质量而非重规模，细则有望很快下发,,财联社,2,0.62,0.85,regulatory_negative
2026-03-16,market,MARKET,short,neutral,news,厦门入选国家级“毫秒用算”行动,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,又一厂商宣布涨价！OPPO之后，vivo跟进调价，手机涨价潮蔓延,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,又一家消金公司增资了,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,合合信息(688615)获批开展外汇套期保值业务 最高合约价值达6000万美元,,新浪财经,4,0.82,0.85,regulatory_positive
2026-03-16,market,MARKET,short,neutral,news,合合信息2025年报解读：营收增25.83%至18.10亿元 筹资现金流大降118.64%,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,合合信息旗下扫描全能王上线“AI图片检测”功能,,中证网,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,同庆楼：同庆楼旗下各门店及富茂酒店春节期间均正常营业,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,同辉信息“地震”：实控人及董秘双双被刑拘,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,同辉信息控股股东、实控人及董秘因涉嫌违规披露被采取强制措施,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,吹响集结号 打赢攻坚战 | 中盐红四方召开2026年度生产系统停产检修专题部署会,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,告别价格“深水区” 8英寸产品成天岳先进核心发力点,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,周期大年！对话东方红资产管理胡晓：不赌拐点，掘金确定性机会,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,嘉德利主板IPO提交注册,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,四川蓬安：“花经济”持续升温,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,四川资阳全面排查“漂白鸡爪”：发现并现场整改问题132个，下架产品64袋,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,因申请文件数据过期，湘财股份与大智慧合并被中止审核,,中新经纬,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,因申请文件数据过期，湘财股份与大智慧合并被中止审核,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,囤了4092枚比特币！这家游戏公司暴赚超9亿后，如今却亏2亿,,凤凰财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,国内商品期货夜盘开盘多数下跌，纽油跌超3% 美股期指涨幅扩大,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,国内需求稳步扩大，服务消费增长较快,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,国家广电总局局长曹淑敏会见巴西国家传媒公司总裁巴斯鲍姆,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,国家电投集团党组传达学习习近平总书记在全国两会期间的重要讲话和全国两会精神,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,国家级技能大师工作室再+1,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,国家统计局首次发布“网上商品和服务零售额”！32546亿数据背后,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,国家能源集团党组传达学习习近平总书记在全国两会期间的重要讲话和全国两会精神,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,国家金融监督管理总局：严防严打严处非法金融活动，坚决守好人民群众“钱袋子,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,国航、东航、南航发布公告：机票买贵了可免费退,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,圆满成功！神二十一航天员乘组完成第二次出舱活动,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,bullish,news,地瓜机器人完成1.2亿美元融资：黄浦江资本与高瓴再度加持,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,bullish,news,地象几何宣布自有矿山投产 “AI+矿业”模式实现落地,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,城发集团开展企业文化专题培训,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,基本实现短期住院病例95%以上按病种付费，分组方案3.0将至，下一步改革重点是什么？,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,境外重组落地，旭辉控股2025年由亏转盈,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,增资超10亿、国资入局！海尔消金注册资本跃至31亿元,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,处在风暴中心的多氟多，“显眼”的关联交易,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,外贸消费齐发力 中国经济开局良好,,中新经纬,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,多协会齐聚深圳市气象局石岩观测基地 共商“+防雷”融合发展新路径,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,多项指标“加快” 中国经济超预期开局,,中新经纬,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,多项指标稳健回升，起步有力、开局良好,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,大众中国 CEO 贝瑞德：大众与小鹏第二款联合开发车型今年发布,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,大众小鹏联合造车提速：与众08合肥投产，第二款车型年内发布,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,大朗客整所上盖开发项目机电施工稳步推进,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,大模型被“投毒”之后，AI时代需要寻找责任的“锚点”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,大英百科全书起诉 OpenAI，指控后者非法复制其近 10 万篇文章训练 ChatGPT,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,大赚125亿！2500亿化工龙头发布2025年业绩快报|盘后公告集锦,,财联社,2,0.62,0.85,earnings_positive
2026-03-16,market,MARKET,short,neutral,news,天府生命科技园入围首批“国家级”标准级孵化器认定！,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,太极股份：在数据要素、人工智能、信创产品等方面发力,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,太阳能：公司下属镇江公司从事光伏组件研发、生产、销售业务,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,夫妻欠债2.45亿移居海外被跨境追索，南京法院5起民商事判决得到英国法院承认,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,央视报道：陇电入浙工程首台换流变压器运抵甘肃武威,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,奇安信：全球已发现超2万个OpenClaw实例可能存安全漏洞,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,姚晨曹郁无直接商业关联，合资公司2年前注销,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,媒体打假的“除尘魔盒”链接已被淘宝下架，生产商被立案调查,,同花顺,4,0.82,0.85,regulatory_negative
2026-03-16,market,MARKET,short,neutral,news,字节跳动AI视频模型Seedance 2.0暂缓国际发售 陷版权争议,,财新网,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,存储价格持续上涨 OPPO、vivo相继上调部分手机价格,,财新网,4,0.82,0.85,
2026-03-16,market,MARKET,short,neutral,news,孚能科技子公司获广汽集团动力电池定点开发 采用SPS超级软包技术,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,学习贯彻全国审计工作会议精神“大家谈”（十九）,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,学报告 明方向 见行动——公司开展《2026年政府工作报告》专题学习,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,宁波有奖发票活动已发放奖金超6000万元 惠民生促消费助企业一举多得,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,安永报告：印度企业2026年平均薪资涨幅或达9.1%,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,宏川智慧申报发行基础设施公募REITs 或为向轻资产运营模式转型|速读公告,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,宏川智慧申报发行基础设施公募REITs，聚焦仓储物流资产盘活,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,宏柏新材使用2500万元闲置募集资金购买银行定期存款 年化收益率1.40%,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,宗申动力（001696）：持股16.28%股东西藏国隆计划减持不超3435万股 占总股本3%,,新浪财经,4,0.82,0.85,share_reduction
2026-03-16,market,MARKET,short,neutral,news,宛平城将迎保护性修缮，丰台全年拟实施城市更新项目280个,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,宝武镁业：碳酸锶是生产金属锶的原料,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,宝马的中年之痛：卖一辆车少赚5000元，新世代能否扛起新宝马,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,实探两大“增高”机构：招牌被拆，大门紧锁！门口贴监管“询问通知书”,,同花顺,2,0.62,0.85,regulatory_negative
2026-03-16,market,MARKET,short,neutral,news,"家居公司10倍溢价""跨界收购""",,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,家电业迎AI化与机器人化浪潮 2026年或是AI原生家电爆发元年,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,富卫集团上市后首份财报喜忧参半：2025年净利创新高暂无派息，新业务利润率跌5.1个百分点,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,对谈储倩：产业集群的两种想象,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,寿仙谷：市面上灵芝孢子粉、灵芝孢子油相关保健食品的总三萜检测方法采用紫外分光光度法测定,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,尚纬股份2025年报解读：归母净利同比降389.38% 扣非净利降幅超650%,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,尚纬股份拟开展5亿元铜期货套期保值业务 锁定原材料成本波动风险,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,bullish,news,尚纬股份拟斥资不超5亿元进行现金管理 提升资金使用效率,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,山姆一款有机冻干草莓生产商被曝农残、重金属超标 产品已下架,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,山姆紧急下架！网红产品被曝重金属超标,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,山子高科：公司及其控股子公司担保余额为90158.91万元,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,岳阳兴长：惠州立拓项目建设与生产经营正按计划有序推进,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,崇达技术控股子公司普诺威获新三板挂牌函 拓展融资渠道增强竞争力,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,工业和信息化部公布创建国家新型工业化示范区首批城市名单,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,工业和信息化部确定首批16个创建国家新型工业化示范区城市,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,工信部公布创建国家新型工业化示范区首批城市名单,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,市场最前沿丨一块布，如何“织”出新潮流？——从2026中国纺联春季联展看行业向“新”力,,中证网,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,市场监管总局曝光一批被列入严重违法失信名单典型案例,,中证网,2,0.62,0.85,regulatory_negative
2026-03-16,market,MARKET,short,neutral,news,市场监管总局部署开展网络食品安全合规提质系列行动,,中证网,2,0.62,0.85,regulatory_negative
2026-03-16,market,MARKET,short,neutral,news,市政府党组会议、常务会议传达学习全国两会精神，还研究了这些重要事项,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,常州长青科技股东及一致行动人拟减持不超413.02万股 占剔除回购后总股本3%,,新浪财经,2,0.62,0.85,share_reduction
2026-03-16,market,MARKET,short,bullish,news,平安好医生与三大区域连锁药房签订合作协议,,中证网,4,0.82,0.85,
2026-03-16,market,MARKET,short,neutral,news,平安证券何之江：深化投融资两端协同发力 赋能资本市场高质量发展,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,广东：拓展氢、氨、绿色甲醇在交通运输、能源支撑、工业制造等领域的多元化应用,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,广发期货董事长周伟：锚定高质量发展 践行期货使命,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,广州地铁六号线一德路站A口开通，原有临时A口暂停服务,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,广州开发区举行穗沪企业家思享汇，两地智慧共谋产业协同新篇章,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,广州深圳楼市“小阳春”背后：二手房变身主力，新房市场呈现分化态势,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,广州黄埔回应演唱会周边售假乱象：已制定专项计划应对演出旺季,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,开年连收8个涨停板的白银有色完成董事长更迭，51岁王彬重返老东家,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,当前春灌累计灌溉面积达5700万亩,,新华网,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,影视行业“开年第一会”在深圳举办,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,德国防长：德国不会派兵参与霍尔木兹海峡护航,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,德明利股价连续大涨游资出货 回应股价异动,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,德福科技：截至2026年3月10日公司股东人数为40140户,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,德福科技：电子电路铜箔生产相较于锂电铜箔生产需要新增一道后处理工序,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,志高机械使用5800万元闲置募集资金进行现金管理 未到期余额达2.5亿元,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,快递配送乱象频发，多家快递公司被曝“不告而投”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,恒天海龙拟控股群健航空 构筑双主业增长格局,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,恒帅股份董事会审议通过多项资金管理及外汇套保议案 涉及闲置募集资金及自有资金运用,,新浪财经,2,0.62,0.85,regulatory_positive
